id,Year,cases
EG,1970,21.283781
SV,1970,13.349649
ET,1970,2.519144
FI,1970,11.013851
FR,1970,22.755495
GE,1970,19.059920
DE,1970,8.096306
GH,1970,11.213498
GR,1970,28.255863
GT,1970,12.179446
GN,1970,10.084882
HT,1970,9.749930
HN,1970,8.300299
HK,1970,87.343268
HU,1970,18.825133
IN,1970,7.589951
ID,1970,7.772333
IR,1970,19.860241
IQ,1970,23.421640
IE,1970,26.138407
IL,1970,45.407061
IT,1970,18.415548
JP,1970,40.034716
JO,1970,25.719032
KZ,1970,5.645342
KE,1970,4.718324
KP,1970,6.926432
KR,1970,31.352843
KW,1970,74.260753
LB,1970,37.778877
LR,1970,0.000000
LY,1970,19.982397
MG,1970,5.539393
MY,1970,5.202393
ML,1970,3.672368
MX,1970,28.440126
MA,1970,15.463761
MZ,1970,3.930266
MM,1970,8.787230
NL,1970,14.532510
NZ,1970,22.513475
NI,1970,15.260993
NE,1970,2.948079
NG,1970,6.879656
PK,1970,13.245803
PA,1970,30.214021
PY,1970,22.226399
PE,1970,22.587942
PH,1970,10.745487
PL,1970,3.996962
PT,1970,30.306274
PR,1970,33.675570
RO,1970,6.893186
RU,1970,15.096702
SA,1970,20.120312
SN,1970,14.643310
RS,1970,0.000000
SG,1970,99.980771
SO,1970,7.567885
ZA,1970,25.630651
ES,1970,20.731543
SD,1970,4.371454
SE,1970,12.864876
CH,1970,11.338439
SY,1970,29.594506
TZ,1970,2.623439
TH,1970,8.363145
TG,1970,8.988010
TR,1970,16.515495
UG,1970,3.598776
UA,1970,9.848015
AE,1970,35.804585
GB,1970,28.283261
US,1970,41.323085
UY,1970,48.507335
UZ,1970,11.715860
VE,1970,35.194681
VN,1970,8.070341
YE,1970,1.729898
ZM,1970,6.707360
ZW,1970,8.003802
AF,1971,4.080404
DZ,1971,9.341851
AO,1971,7.962807
AR,1971,40.599319
AM,1971,31.117590
AU,1971,57.117933
AT,1971,21.697560
AZ,1971,24.688387
BD,1971,3.718701
BY,1971,10.602896
BE,1971,16.294738
BO,1971,18.470622
BR,1971,27.471779
BG,1971,10.607943
BF,1971,2.112310
KH,1971,15.230191
CM,1971,7.438190
CA,1971,36.790659
CL,1971,28.084716
CN,1971,7.378721
CO,1971,26.546313
CD,1971,8.396662
CG,1971,18.552342
CR,1971,20.077748
CI,1971,11.219878
CU,1971,20.256379
CZ,1971,11.070937
DK,1971,27.187689
DO,1971,15.367197
EC,1971,20.722135
EG,1971,21.404015
SV,1971,13.628076
ET,1971,2.569654
FI,1971,11.218609
FR,1971,22.689224
